Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Sheet: 11 5/16 × 15 13/16 in. (28.8 × 40.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1970",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/815935,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
61.567.2,FALSE,FALSE,815936,Drawings and Prints,Print,Akhenaten,,,,,,Artist,,Giannetto Fieschi,"Italian, Zogno 1921–2010 Genoa",,"Fieschi, Giannetto",,1921,2010,1960,1960,1960,Etching and embossing in yellow-brown ink,Sheet: 20 11/16 × 14 3/16 in. (52.6 × 36.1 cm),"Gift of Giannetto Fieschi, 1961",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/815936,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
61.567.3,FALSE,FALSE,815937,Drawings and Prints,Print,Akhenaten,,,,,,Artist,,Giannetto Fieschi,"Italian, Zogno 1921–2010 Genoa",,"Fieschi, Giannetto",,1921,2010,1960,1960,1960,Etching and embossing in black ink,Sheet: 20 7/16 × 15 3/4 in. (51.9 × 40 cm),"Gift of Giannetto Fieschi, 1961",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/815937,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.111",FALSE,FALSE,815938,Drawings and Prints,Print,"Sea-plane British Navy, Hand-Operated Windlass from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 9/16 × 2 1/2 in. (3.9 × 6.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815938,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.112",FALSE,FALSE,815939,Drawings and Prints,Print,"Rigid Dirigible, British R-33 from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815939,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.113",FALSE,FALSE,815940,Drawings and Prints,Print,"French Bombing Machine in Action from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815940,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.114",FALSE,FALSE,815941,Drawings and Prints,Print,"American Scout Plane Taking Photographs of Observations from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815941,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.115",FALSE,FALSE,815942,Drawings and Prints,Print,"Curtis Tri-plane, Type 18, Fastest in the World from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815942,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.116",FALSE,FALSE,815943,Drawings and Prints,Print,"British Handley-Page Bombing Aeroplane from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 7/16 × 2 1/2 in. (3.7 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815943,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.117",FALSE,FALSE,815945,Drawings and Prints,Print,"U. S. Air Mail-Carrier Now in Use from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815945,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.118",FALSE,FALSE,815946,Drawings and Prints,Print,"French Military Balloon from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815946,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.119",FALSE,FALSE,815947,Drawings and Prints,Print,"Great Navy Dirigible, Largest of its Kind in America from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815947,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.120",FALSE,FALSE,815948,Drawings and Prints,Print,"Largest American Dirigible for Trans-Atlantic Flight from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 1 1/2 × 2 1/2 in. (3.8 × 6.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815948,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.121",FALSE,FALSE,815949,Drawings and Prints,Print,"Divisional Insignia, Aviations Corps from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 1/2 in. (6.2 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815949,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.122",FALSE,FALSE,815950,Drawings and Prints,Print,"Divisional Insignia, 41st Division, known as Sunset Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 9/16 in. (6.2 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815950,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.123",FALSE,FALSE,815951,Drawings and Prints,Print,"Divisional Insignia, 92nd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 9/16 in. (6.2 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815951,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.124",FALSE,FALSE,815952,Drawings and Prints,Print,"Divisional Insignia, 89th Division, known as Alamo. Div. from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 9/16 in. (6.2 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815952,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.125",FALSE,FALSE,815954,Drawings and Prints,Print,"Divisional Insignia, 80th Division, known as Blue Ridge Division Trained at Camp Lee from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815954,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.126",FALSE,FALSE,815955,Drawings and Prints,Print,"Divisional Insignia, 34th Division, known as Sandstorm Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815955,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.127",FALSE,FALSE,815956,Drawings and Prints,Print,"Divisional Insignia, 31st Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 1/2 in. (6.2 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815956,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.128",FALSE,FALSE,815957,Drawings and Prints,Print,"Divisional Insignia, Tank Corps from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 1/2 in. (6.2 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815957,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.129",FALSE,FALSE,815958,Drawings and Prints,Print,"Divisional Insignia, Camouflage Service from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 9/16 in. (6.2 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815958,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.130",FALSE,FALSE,815959,Drawings and Prints,Print,"Divisional Insignia, 78th Division, known as the Lightning Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 7/16 × 1 1/2 in. (6.2 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815959,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.131",FALSE,FALSE,815960,Drawings and Prints,Print,"Divisional Insignia, 91st Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 7/16 in. (6.3 × 3.6 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815960,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.132",FALSE,FALSE,815961,Drawings and Prints,Print,"Divisional Insignia, Railroad Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815961,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.133",FALSE,FALSE,815962,Drawings and Prints,Print,"Divisional Insignia, 80th Division, known as Blue Ridge Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815962,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.134",FALSE,FALSE,815963,Drawings and Prints,Print,"Divisional Insignia, 8th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815963,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.136",FALSE,FALSE,815964,Drawings and Prints,Print,"Divisional Insignia, 87th Division, known as the Acorn Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815964,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.135",FALSE,FALSE,815965,Drawings and Prints,Print,"Divisional Insignia, 86th Division, Middle West Div. from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815965,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.137",FALSE,FALSE,815966,Drawings and Prints,Print,"Divisional Insignia, 93rd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815966,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.138",FALSE,FALSE,815967,Drawings and Prints,Print,"Divisional Insignia, 35th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815967,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.139",FALSE,FALSE,815968,Drawings and Prints,Print,"Divisional Insignia, 82nd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815968,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.140",FALSE,FALSE,815969,Drawings and Prints,Print,"Divisional Insignia, 39th Division, known as Bullseye Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815969,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.141",FALSE,FALSE,815970,Drawings and Prints,Print,"Divisional Insignia, 87th Division, known as the Acorn Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815970,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.142",FALSE,FALSE,815971,Drawings and Prints,Print,"Divisional Insignia, 2nd Army from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815971,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.143",FALSE,FALSE,815972,Drawings and Prints,Print,"Divisional Insignia, 30th Division, known as Old Hickory Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815972,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.144",FALSE,FALSE,815973,Drawings and Prints,Print,"Divisional Insignia, 3rd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815973,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.145",FALSE,FALSE,815974,Drawings and Prints,Print,"Divisional Insignia, 33rd Division, known as the Prairie Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815974,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.146",FALSE,FALSE,815975,Drawings and Prints,Print,"Divisional Insignia, 3rd Army from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815975,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.147",FALSE,FALSE,815976,Drawings and Prints,Print,"Divisional Insignia, 42nd Division, known as the Rainbow Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815976,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.148",FALSE,FALSE,815977,Drawings and Prints,Print,"Divisional Insignia, 6th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815977,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.149",FALSE,FALSE,815978,Drawings and Prints,Print,"Divisional Insignia, 12th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815978,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.150",FALSE,FALSE,815979,Drawings and Prints,Print,"Divisional Insignia, 81st Division, Wild Cat Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815979,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.1164.886,FALSE,FALSE,815982,Drawings and Prints,Valentine,Valentin,,,,,,,,,,,,,,,1820,1820,1820,"Heavy card stock, lithography, watercolor, thread, blue ink",,,,,,,,,,,,,,,,,,
",Width: 3 15/16 in. (10 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 2 5/8 in. (6.7 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/815982,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Burdick 535(35),FALSE,FALSE,815983,Drawings and Prints,Album,"Album 535, Page 35",,,,,,,,,,,,,,,1920s,1920,1929,Commercial color photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/815983,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.151",FALSE,FALSE,815984,Drawings and Prints,Print,"Divisional Insignia, 90th Division, known as the Alamo Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 7/16 in. (6.4 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815984,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.152",FALSE,FALSE,815985,Drawings and Prints,Print,"Divisional Insignia, 34th Division, known as Sandstorm Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 1/2 in. (6.5 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815985,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.153",FALSE,FALSE,815987,Drawings and Prints,Print,"Divisional Insignia, 41st Division, known as Sunset Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 9/16 in. (6.5 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815987,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.154",FALSE,FALSE,815988,Drawings and Prints,Print,"Divisional Insignia, 36th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815988,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.155",FALSE,FALSE,815989,Drawings and Prints,Print,"Divisional Insignia, 76th Division, known as Liberty Division, trained at Camp Devens from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815989,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.156",FALSE,FALSE,815990,Drawings and Prints,Print,"Divisional Insignia, 77th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 9/16 in. (6.5 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815990,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.157",FALSE,FALSE,815991,Drawings and Prints,Print,"Divisional Insignia, Service of Supply from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815991,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
